"sampleSize" "beta" "sigma" "rep" "id" "betaEst" "bias" "Rsquared" "error" "errorMessage"
100 0.5 1 21 2011 0.563343116576912 0.0633431165769124 0.150325376793541 FALSE ""
100 0 1 55 2012 0.106132060600732 0.106132060600732 0.0124194783130447 FALSE ""
100 1 0.5 75 2013 1.06755220788722 0.0675522078872166 0.501160489875293 FALSE ""
250 0.5 0.25 99 2014 0.56886525741518 0.06886525741518 0.225318398267457 FALSE ""
250 1 1 76 2015 1.03894891008622 0.0389489100862221 0.499730021651666 FALSE ""
250 1 0.5 16 2016 0.905829701439375 0.094170298560625 0.450396989206749 FALSE ""
250 0.5 1 68 2017 0.480297382599948 0.0197026174000524 0.156061657381546 FALSE ""
250 1 0.25 35 2018 0.963200647691211 0.0367993523087891 0.501415040413852 FALSE ""
250 0 1 71 2019 -0.0230153531097784 0.0230153531097784 0.000615272405785604 FALSE ""
50 0.5 1 61 2020 0.573172630356535 0.0731726303565354 0.216225220049014 FALSE ""
50 0.5 0.5 40 2021 0.421243805198069 0.078756194801931 0.198048828716771 FALSE ""
100 0.5 1 12 2022 0.525220644889538 0.0252206448895385 0.172207035494265 FALSE ""
100 1 0.5 54 2023 1.01755834924182 0.0175583492418192 0.582737343098037 FALSE ""
250 0 1 18 2024 0.11382412070285 0.11382412070285 0.00995807595476858 FALSE ""
50 0.5 0.5 11 2025 0.340998779530072 0.159001220469928 0.0877562578903668 FALSE ""
100 0 0.25 22 2026 -0.18287592243081 0.18287592243081 0.0377162931190279 FALSE ""
250 0 0.25 43 2027 0.0584425313969337 0.0584425313969337 0.00426987406470234 FALSE ""
50 0.5 0.5 71 2028 0.720113520782604 0.220113520782604 0.407944341618391 FALSE ""
50 1 0.5 40 2029 0.894151032223732 0.105848967776268 0.469907899424242 FALSE ""
50 0 0.25 16 2030 -0.0882267480271444 0.0882267480271444 0.00766350920704137 FALSE ""
100 0.5 0.25 5 2031 0.44984953281606 0.0501504671839403 0.126940260161238 FALSE ""
250 0.5 0.5 31 2032 0.500895440834256 0.0008954408342563 0.220975502031712 FALSE ""
250 0.5 0.5 51 2033 0.472592501479285 0.0274074985207154 0.184540026750929 FALSE ""
250 0 1 55 2034 -0.0338371774620065 0.0338371774620065 0.00132191384438505 FALSE ""
100 0.5 1 52 2035 0.398267861515242 0.101732138484758 0.0745751366475534 FALSE ""
50 0 0.5 63 2036 -0.260462205093742 0.260462205093742 0.0650282661214913 FALSE ""
100 1 0.5 6 2037 0.974050121666103 0.0259498783338971 0.447276438987744 FALSE ""
250 1 0.25 93 2038 0.939819264899772 0.0601807351002279 0.445986968082759 FALSE ""
250 0 0.5 29 2039 -0.0544822560602611 0.0544822560602611 0.0023311817883362 FALSE ""
50 1 0.25 62 2040 1.18764025989748 0.187640259897476 0.427287151514303 FALSE ""
50 0.5 0.5 61 2041 0.344267303560515 0.155732696439485 0.144738717580562 FALSE ""
250 0.5 0.5 22 2042 0.471070646324035 0.0289293536759646 0.191536127799827 FALSE ""
250 1 1 64 2043 1.02481820884417 0.0248182088441726 0.508424209731471 FALSE ""
250 0.5 0.25 53 2044 0.650474796876108 0.150474796876108 0.287376342150181 FALSE ""
100 0.5 1 85 2045 0.629012569728739 0.129012569728739 0.266045099806962 FALSE ""
50 0 0.25 87 2046 0.108890970675437 0.108890970675437 0.0152945139727237 FALSE ""
100 0 1 31 2047 0.0491961406384563 0.0491961406384563 0.00348717262122886 FALSE ""
100 1 0.5 92 2048 0.979058493835032 0.0209415061649677 0.475469852267493 FALSE ""
100 0.5 0.25 89 2049 0.422302652751812 0.0776973472481881 0.202371173339719 FALSE ""
100 0.5 1 55 2050 0.565926592371233 0.065926592371233 0.220223549146923 FALSE ""
100 0.5 0.5 64 2051 0.385935102277013 0.114064897722987 0.142769005859136 FALSE ""
100 1 0.25 4 2052 1.01439824943032 0.0143982494303163 0.605037698556284 FALSE ""
250 0 0.25 83 2053 0.118871998845458 0.118871998845458 0.0146673432082438 FALSE ""
50 1 0.25 44 2054 1.11379019071458 0.113790190714579 0.600946007976839 FALSE ""
100 1 1 97 2055 0.820635959826303 0.179364040173697 0.330262838741759 FALSE ""
250 1 0.5 98 2056 1.01209232179651 0.0120923217965081 0.541566634890681 FALSE ""
50 0.5 0.25 18 2057 0.527811732517167 0.0278117325171674 0.251971555664014 FALSE ""
50 1 0.25 65 2058 1.13646518656032 0.136465186560322 0.602117485267455 FALSE ""
250 0.5 0.25 36 2059 0.539523049061324 0.0395230490613235 0.177438706122807 FALSE ""
250 0.5 0.25 70 2060 0.467638081641223 0.0323619183587766 0.162456893447405 FALSE ""
100 1 0.5 3 2061 1.03758376271306 0.0375837627130624 0.457064895240129 FALSE ""
100 1 1 88 2062 1.11891623637947 0.118916236379468 0.555823461973062 FALSE ""
100 0 1 65 2063 -0.0564536573270677 0.0564536573270677 0.00345251701515061 FALSE ""
100 0 0.5 55 2064 -0.0706291017067631 0.0706291017067631 0.00695314249593494 FALSE ""
50 0.5 1 59 2065 0.653843931034202 0.153843931034202 0.282609222887683 FALSE ""
50 1 1 95 2066 0.934289236895766 0.0657107631042343 0.341919437755883 FALSE ""
100 1 0.25 15 2067 1.04795860539676 0.0479586053967633 0.497102068030724 FALSE ""
250 0.5 0.25 50 2068 0.436585498157917 0.063414501842083 0.155014398413025 FALSE ""
50 0.5 1 11 2069 0.550326708275566 0.0503267082755658 0.296051629979458 FALSE ""
100 0.5 0.25 75 2070 0.634050523222876 0.134050523222876 0.285597997301447 FALSE ""
250 0.5 0.5 91 2071 0.395853270261612 0.104146729738388 0.152145097486927 FALSE ""
250 0 0.5 91 2072 -0.00638486368423692 0.00638486368423692 4.51880947189954e-05 FALSE ""
250 0 0.25 81 2073 -0.0773660987755701 0.0773660987755701 0.00480451717717798 FALSE ""
50 1 0.25 30 2074 0.932897461070391 0.0671025389296088 0.411403570514508 FALSE ""
100 0.5 0.25 68 2075 0.281761075789172 0.218238924210828 0.0425259082152754 FALSE ""
250 0.5 0.25 10 2076 0.521961504243805 0.0219615042438047 0.251375378928569 FALSE ""
250 1 1 18 2077 0.895052088202901 0.104947911797099 0.413068795137358 FALSE ""
250 0 1 79 2078 -0.0917846161728336 0.0917846161728336 0.0101608351317397 FALSE ""
250 1 0.5 100 2079 1.00449299697097 0.00449299697096595 0.469929217740356 FALSE ""
50 0 1 11 2080 -0.0225204673171829 0.0225204673171829 0.000379591387412111 FALSE ""
250 0.5 0.25 27 2081 0.532337563288117 0.032337563288117 0.221473952549911 FALSE ""
50 0.5 0.25 88 2082 0.648686371079695 0.148686371079695 0.215704064523338 FALSE ""
100 0 1 15 2083 0.0514510256167833 0.0514510256167833 0.00259129494219665 FALSE ""
50 0.5 1 95 2084 0.389483389742181 0.110516610257819 0.115285494597808 FALSE ""
100 0.5 1 49 2085 0.502692747653257 0.00269274765325711 0.163034832445521 FALSE ""
250 1 1 25 2086 1.11006645972377 0.110066459723766 0.581620038316896 FALSE ""
50 0 0.25 9 2087 -0.243403976824529 0.243403976824529 0.0552363573307137 FALSE ""
50 0 1 85 2088 0.0498943723293089 0.0498943723293089 0.00232960433903399 FALSE ""
50 0 0.25 11 2089 0.233137384729573 0.233137384729573 0.0663737262096734 FALSE ""
250 1 0.5 26 2090 1.00657675029608 0.00657675029607652 0.48241326712928 FALSE ""
100 1 0.5 63 2091 0.945693834792449 0.0543061652075509 0.458877907576007 FALSE ""
50 0.5 0.5 4 2092 0.492676394325929 0.00732360567407081 0.189763765641981 FALSE ""
100 0 1 41 2093 -0.125315884026154 0.125315884026154 0.0125316709838023 FALSE ""
100 1 0.25 97 2094 0.874534366505147 0.125465633494853 0.342667734132923 FALSE ""
100 1 1 10 2095 1.10914536241583 0.109145362415828 0.535908778339996 FALSE ""
100 0 1 85 2096 -0.0826629727524915 0.0826629727524915 0.00510323987951004 FALSE ""
50 0.5 1 53 2097 0.616386707086963 0.116386707086963 0.173318630991568 FALSE ""
250 0.5 0.5 38 2098 0.43542585363289 0.0645741463671096 0.183989705662109 FALSE ""
50 1 1 49 2099 0.918944258966534 0.0810557410334658 0.509239488299085 FALSE ""
100 1 1 93 2100 1.11408114706365 0.114081147063653 0.632496171421901 FALSE ""
100 0.5 0.5 28 2101 0.465273942706722 0.0347260572932784 0.208099542317442 FALSE ""
100 0.5 1 45 2102 0.446851578072262 0.053148421927738 0.172473235912285 FALSE ""
50 0.5 0.5 94 2103 0.673974557866105 0.173974557866105 0.360710734592123 FALSE ""
100 1 0.5 7 2104 1.07757391812278 0.0775739181227759 0.521826316450307 FALSE ""
50 0.5 0.25 33 2105 0.357681245759576 0.142318754240424 0.121631858232101 FALSE ""
100 0.5 1 62 2106 0.496361268509801 0.00363873149019878 0.246132319055953 FALSE ""
100 0.5 0.5 39 2107 0.727924572855834 0.227924572855834 0.401306208723987 FALSE ""
50 0.5 1 58 2108 0.478596719831634 0.0214032801683661 0.189288942039547 FALSE ""
50 0.5 0.5 30 2109 0.460475442364677 0.0395245576353233 0.183961391955994 FALSE ""
100 1 0.5 21 2110 1.05578667970469 0.0557866797046873 0.562375544147723 FALSE ""
250 0.5 0.5 86 2111 0.632808410923659 0.132808410923659 0.296168436974563 FALSE ""
100 0.5 0.25 40 2112 0.625862509272429 0.125862509272429 0.297929842169684 FALSE ""
100 1 0.5 39 2113 0.930131549388042 0.0698684506119585 0.455025709139846 FALSE ""
50 0.5 0.25 28 2114 0.630458465985215 0.130458465985215 0.264737826449342 FALSE ""
50 0.5 0.5 1 2115 0.694120961966449 0.194120961966449 0.338893253093806 FALSE ""
100 0.5 0.5 21 2116 0.483232562883476 0.0167674371165237 0.153572752666204 FALSE ""
50 0.5 1 67 2117 0.531614234393054 0.0316142343930536 0.321456702236194 FALSE ""
250 0.5 0.5 89 2118 0.520117241679158 0.0201172416791584 0.193824375006016 FALSE ""
250 0.5 0.5 30 2119 0.532733849504703 0.0327338495047035 0.217920543201647 FALSE ""
100 0 0.5 45 2120 -0.117461194197712 0.117461194197712 0.0134515673315823 FALSE ""
100 0 0.5 70 2121 0.0560659437559899 0.0560659437559899 0.00418724824662838 FALSE ""
250 0 0.25 18 2122 -0.120980532785818 0.120980532785818 0.0117201799873596 FALSE ""
250 0.5 1 15 2123 0.405507443427383 0.0944925565726175 0.157489923306975 FALSE ""
100 1 0.25 100 2124 1.01824704647782 0.0182470464778224 0.619002145756999 FALSE ""
50 1 1 6 2125 1.18660300187893 0.186603001878935 0.528277507390546 FALSE ""
100 0.5 0.25 22 2126 0.640135716067286 0.140135716067286 0.320757707401802 FALSE ""
50 0.5 1 12 2127 0.487107829157745 0.0128921708422549 0.1818345132914 FALSE ""
100 1 1 27 2128 0.863543632414649 0.136456367585351 0.442851771542902 FALSE ""
250 0.5 1 71 2129 0.374170924178919 0.125829075821081 0.114460565096406 FALSE ""
250 0.5 0.5 95 2130 0.492403911499777 0.00759608850022253 0.200277951636409 FALSE ""
250 0 1 96 2131 -0.00960055995520867 0.00960055995520867 0.000107356045003701 FALSE ""
250 0 1 66 2132 0.00821431408558722 0.00821431408558722 8.67875534292476e-05 FALSE ""
250 0.5 0.25 6 2133 0.535468775195551 0.0354687751955514 0.202426434737993 FALSE ""
50 1 0.25 15 2134 0.795759663290504 0.204240336709496 0.233973992217457 FALSE ""
50 0 0.25 52 2135 -0.270980522269566 0.270980522269566 0.0650698145414571 FALSE ""
100 1 1 45 2136 0.958742487754259 0.0412575122457415 0.450569283102964 FALSE ""
250 0.5 1 30 2137 0.558554181087141 0.0585541810871412 0.245244425793164 FALSE ""
100 1 0.5 77 2138 0.941062652268004 0.0589373477319962 0.538204363434992 FALSE ""
100 0 0.25 24 2139 0.101432323994016 0.101432323994016 0.00858903058963664 FALSE ""
100 0.5 0.5 83 2140 0.552551287563057 0.0525512875630574 0.269131682279788 FALSE ""
100 0 1 88 2141 -0.0259833289910101 0.0259833289910101 0.000526707870439318 FALSE ""
250 1 0.25 80 2142 0.947291732947523 0.052708267052477 0.483695351320924 FALSE ""
50 0 0.5 29 2143 -0.194102344654088 0.194102344654088 0.0430892103770003 FALSE ""
100 1 0.5 96 2144 0.980674689220316 0.0193253107796841 0.437658297310652 FALSE ""
250 0.5 0.5 34 2145 0.426414888701263 0.0735851112987372 0.127204478316631 FALSE ""
50 0 0.25 3 2146 -0.0107931869137882 0.0107931869137882 0.000152395686223369 FALSE ""
50 0 0.25 70 2147 -0.227878411788562 0.227878411788562 0.0532663112227101 FALSE ""
50 1 1 23 2148 0.921989191670595 0.0780108083294051 0.564931131686011 FALSE ""
50 0 0.25 62 2149 0.129502230235158 0.129502230235158 0.020244553167257 FALSE ""
100 1 0.25 25 2150 0.93024629119966 0.0697537088003402 0.473932704298126 FALSE ""
50 1 0.25 40 2151 1.0485326676372 0.0485326676372024 0.548356107912017 FALSE ""
100 1 0.25 57 2152 0.880219465888387 0.119780534111613 0.379650592509734 FALSE ""
250 0 0.5 16 2153 -0.0491388873325417 0.0491388873325417 0.00242158273333034 FALSE ""
50 0.5 0.5 5 2154 0.662714098735096 0.162714098735096 0.251767429769465 FALSE ""
250 1 1 30 2155 1.10194761358437 0.101947613584368 0.51547043586203 FALSE ""
100 1 0.25 83 2156 1.10092080409653 0.100920804096527 0.514296044156258 FALSE ""
50 0 1 54 2157 -0.0403800143852788 0.0403800143852788 0.00175719698196945 FALSE ""
100 1 1 1 2158 1.0223348419717 0.0223348419717031 0.563829515632983 FALSE ""
250 0 0.25 94 2159 0.0147578952010732 0.0147578952010732 0.000251233537012736 FALSE ""
100 0 1 1 2160 -0.104211217177695 0.104211217177695 0.0150171614329463 FALSE ""
100 1 0.25 49 2161 0.901027555253015 0.0989724447469851 0.491748701761994 FALSE ""
100 0 1 2 2162 0.0565239732272776 0.0565239732272776 0.00429515107815886 FALSE ""
100 1 0.5 24 2163 0.985317914629297 0.0146820853707026 0.493106193179763 FALSE ""
100 1 0.25 47 2164 0.973646340334381 0.026353659665619 0.397297966657443 FALSE ""
250 1 1 65 2165 0.83056292975419 0.16943707024581 0.368925859661973 FALSE ""
100 0.5 1 73 2166 0.516781746814529 0.0167817468145288 0.245713977597956 FALSE ""
50 0 0.25 75 2167 0.406126863183943 0.406126863183943 0.127339012831404 FALSE ""
100 0.5 1 48 2168 0.484151924663277 0.0158480753367229 0.177154812770332 FALSE ""
50 1 0.5 43 2169 1.11901212308176 0.119012123081762 0.547258063625527 FALSE ""
100 0 0.25 4 2170 -0.16195316989552 0.16195316989552 0.0262431046261273 FALSE ""
50 1 0.5 28 2171 1.08902873468347 0.0890287346834702 0.662373992524139 FALSE ""
50 0.5 0.25 74 2172 0.568722860338526 0.0687228603385261 0.281756597913797 FALSE ""
50 0 0.5 30 2173 0.255920438362894 0.255920438362894 0.0447920438819131 FALSE ""
250 1 0.5 71 2174 1.06362146234653 0.0636214623465297 0.522304785566477 FALSE ""
100 0 0.25 25 2175 0.0059597911472878 0.0059597911472878 2.96469650911023e-05 FALSE ""
250 0 0.5 19 2176 0.0481774085211593 0.0481774085211593 0.00202635714788355 FALSE ""
100 0.5 0.5 27 2177 0.49801818373132 0.00198181626868005 0.215777013117711 FALSE ""
100 1 0.5 70 2178 0.96680689001737 0.0331931099826304 0.482582785951569 FALSE ""
250 0 0.5 95 2179 -0.0482471228065059 0.0482471228065059 0.00193548333582559 FALSE ""
50 1 0.5 69 2180 1.01840901010805 0.0184090101080456 0.453345524913402 FALSE ""
250 0.5 1 93 2181 0.452258573528272 0.047741426471728 0.20269558704302 FALSE ""
250 1 1 1 2182 1.06246178917882 0.0624617891788193 0.491767625415561 FALSE ""
50 0.5 0.5 83 2183 0.515604998349836 0.0156049983498358 0.202010208184011 FALSE ""
50 0.5 0.5 88 2184 0.636519859318829 0.136519859318829 0.161917897449103 FALSE ""
50 1 1 58 2185 1.07306589495953 0.0730658949595306 0.610445651684584 FALSE ""
50 0.5 1 57 2186 0.735827647353127 0.235827647353127 0.267184790251009 FALSE ""
250 0.5 1 67 2187 0.459439846273847 0.0405601537261533 0.147753627179183 FALSE ""
250 0.5 1 4 2188 0.430637038441084 0.0693629615589156 0.143055591095475 FALSE ""
100 0.5 1 43 2189 0.562910571150374 0.062910571150374 0.225866420830074 FALSE ""
100 1 1 48 2190 0.885785068494359 0.114214931505641 0.539810057787593 FALSE ""
100 1 0.25 84 2191 1.080373812095 0.0803738120950046 0.515624434458138 FALSE ""
250 0.5 0.25 16 2192 0.451660769584481 0.0483392304155189 0.147177172129646 FALSE ""
50 0.5 1 54 2193 0.372263729496917 0.127736270503083 0.177204458692816 FALSE ""
250 0 1 51 2194 -0.0369711756693243 0.0369711756693243 0.00150196701968016 FALSE ""
50 1 0.25 38 2195 1.34393210818012 0.343932108180121 0.706632786056087 FALSE ""
100 0 0.25 64 2196 0.0552240514270162 0.0552240514270162 0.00351461926653001 FALSE ""
250 1 1 46 2197 1.13790023637279 0.13790023637279 0.554917776855382 FALSE ""
50 0.5 0.5 18 2198 0.508888571227373 0.00888857122737308 0.28070733424684 FALSE ""
50 1 0.5 48 2199 1.13048955979536 0.130489559795357 0.594032513091033 FALSE ""
250 0.5 0.5 42 2200 0.514191328717352 0.0141913287173523 0.220453940375599 FALSE ""
250 0 0.25 5 2201 -0.0325986022852298 0.0325986022852298 0.00107835755744525 FALSE ""
250 1 0.25 94 2202 0.916027351733747 0.0839726482662526 0.431565670530224 FALSE ""
50 0 1 24 2203 0.226797262112066 0.226797262112066 0.0277878905802118 FALSE ""
50 0 1 26 2204 -0.086178147070368 0.086178147070368 0.00699182367844356 FALSE ""
250 1 1 91 2205 1.01118088295901 0.0111808829590057 0.564136507221424 FALSE ""
100 1 0.25 91 2206 0.917464969724035 0.0825350302759646 0.400230888425088 FALSE ""
250 1 0.5 22 2207 1.04782105323154 0.0478210532315417 0.543192427377837 FALSE ""
250 0 1 28 2208 0.00501981769944671 0.00501981769944671 2.78029128012469e-05 FALSE ""
250 0.5 0.25 95 2209 0.369721486735225 0.130278513264775 0.0946082435325062 FALSE ""
50 0 0.25 44 2210 0.127976068970907 0.127976068970907 0.0207838994268887 FALSE ""
250 0.5 1 74 2211 0.607341485981712 0.107341485981712 0.245300398320379 FALSE ""
250 1 0.5 3 2212 1.13712838080778 0.137128380807781 0.581138211477796 FALSE ""
250 1 1 81 2213 0.99989573957968 0.00010426042032019 0.474400807977024 FALSE ""
100 0 0.25 62 2214 -0.146272728688728 0.146272728688728 0.0213524609562579 FALSE ""
250 0 0.5 90 2215 -0.077896028639152 0.077896028639152 0.00631760219388053 FALSE ""
250 0 1 75 2216 0.0771605853586568 0.0771605853586568 0.00577346627200964 FALSE ""
100 0 0.5 14 2217 -0.0156989259486051 0.0156989259486051 0.000211887225139306 FALSE ""
250 1 1 53 2218 1.02777340599857 0.0277734059985726 0.483326056439263 FALSE ""
100 0.5 1 67 2219 0.28161650193313 0.21838349806687 0.0713076459955037 FALSE ""
50 0.5 1 1 2220 0.603759096382719 0.103759096382719 0.279316814257122 FALSE ""
100 0 0.5 40 2221 0.170765837913832 0.170765837913832 0.0314905574799307 FALSE ""
100 1 1 13 2222 1.09875956840939 0.0987595684093912 0.603477682721476 FALSE ""
50 0 0.5 74 2223 0.104268642480631 0.104268642480631 0.017213642072024 FALSE ""
250 0 0.25 51 2224 0.0271599694110618 0.0271599694110618 0.000794526359627436 FALSE ""
250 1 1 23 2225 1.09482010991718 0.0948201099171817 0.571113967147417 FALSE ""
250 0.5 1 87 2226 0.511465179688147 0.0114651796881466 0.21435253724965 FALSE ""
250 0.5 0.25 48 2227 0.50486305111021 0.00486305111020968 0.215935742488563 FALSE ""
50 1 0.5 25 2228 1.06635315359366 0.0663531535936623 0.675053517161946 FALSE ""
250 0 0.25 97 2229 0.0146860136158144 0.0146860136158144 0.000201510071229535 FALSE ""
50 0.5 0.25 79 2230 0.650168172884608 0.150168172884608 0.328254641780031 FALSE ""
50 1 0.5 66 2231 0.983371224378436 0.0166287756215643 0.585077266063067 FALSE ""
250 1 0.25 20 2232 0.983354943632505 0.0166450563674947 0.451530605071125 FALSE ""
250 0.5 0.5 78 2233 0.454544248632301 0.045455751367699 0.167445048055267 FALSE ""
100 0 0.25 18 2234 0.0256812240541786 0.0256812240541786 0.000540601801426297 FALSE ""
50 1 1 86 2235 1.23527145565886 0.235271455658863 0.623138615173972 FALSE ""
250 0.5 0.5 4 2236 0.495387857566734 0.00461214243326591 0.2066743867347 FALSE ""
250 0 0.25 61 2237 0.0851676535237931 0.0851676535237931 0.00628103511143822 FALSE ""
100 0 0.25 20 2238 0.0401043128994137 0.0401043128994137 0.00124807542993456 FALSE ""
50 1 0.25 27 2239 0.953450765173294 0.0465492348267059 0.51624244150483 FALSE ""
250 1 0.25 8 2240 0.996797554680998 0.00320244531900193 0.475643526275095 FALSE ""
50 0.5 0.5 28 2241 0.548350483269791 0.0483504832697914 0.275267937253008 FALSE ""
250 0 0.5 15 2242 0.0605721774779941 0.0605721774779941 0.00351053220774393 FALSE ""
250 0.5 0.25 11 2243 0.519469048035372 0.0194690480353716 0.215222715403675 FALSE ""
250 0.5 0.5 59 2244 0.534064390175753 0.0340643901757526 0.211486428988788 FALSE ""
100 0.5 0.25 46 2245 0.506867224853136 0.00686722485313607 0.211173576874986 FALSE ""
250 0.5 0.5 93 2246 0.608051974884166 0.108051974884166 0.255720557733851 FALSE ""
250 1 1 33 2247 0.952175293425022 0.0478247065749777 0.469696308245038 FALSE ""
50 1 0.5 86 2248 0.669299963566896 0.330700036433104 0.316642140829399 FALSE ""
100 0.5 0.25 39 2249 0.411474628787416 0.0885253712125836 0.1671470282928 FALSE ""
250 0 0.25 49 2250 0.0411642108967393 0.0411642108967393 0.00214641117536727 FALSE ""
50 1 0.5 17 2251 1.09104376817841 0.091043768178408 0.492386120602546 FALSE ""
250 1 0.25 45 2252 1.0114460718509 0.0114460718509013 0.532956818216597 FALSE ""
250 1 1 84 2253 1.02598619272145 0.0259861927214529 0.4997630857697 FALSE ""
250 0.5 0.5 48 2254 0.446234705703137 0.0537652942968632 0.176547578983257 FALSE ""
250 0.5 0.25 47 2255 0.39027778777407 0.10972221222593 0.109212779845468 FALSE ""
50 0 1 38 2256 0.168474376695847 0.168474376695847 0.021963610646944 FALSE ""
50 0 0.25 81 2257 -0.00120045466503418 0.00120045466503418 1.53772984348037e-06 FALSE ""
100 1 0.5 46 2258 0.929446445372282 0.0705535546277184 0.561115076940006 FALSE ""
100 0 0.25 84 2259 0.0719611051844882 0.0719611051844882 0.00321221693622304 FALSE ""
100 0.5 1 92 2260 0.532876646488306 0.0328766464883065 0.19605696897963 FALSE ""
100 0 0.25 57 2261 -0.107159211594711 0.107159211594711 0.0103832947760699 FALSE ""
50 0 1 98 2262 -0.151270274361526 0.151270274361526 0.034024832966553 FALSE ""
250 0.5 0.5 2 2263 0.61706979340558 0.11706979340558 0.313046027370224 FALSE ""
50 0 0.5 42 2264 0.0269943333905675 0.0269943333905675 0.0004563551414278 FALSE ""
100 0 0.25 34 2265 -0.0161722461791812 0.0161722461791812 0.000255854900742739 FALSE ""
50 0 1 62 2266 0.314172695843027 0.314172695843027 0.0801233047982055 FALSE ""
50 1 0.5 24 2267 0.997993517753304 0.00200648224669553 0.541960009440974 FALSE ""
100 0 1 75 2268 0.164000525439049 0.164000525439049 0.0268772601505212 FALSE ""
100 0.5 1 40 2269 0.497603992785397 0.00239600721460348 0.224839351183878 FALSE ""
100 0.5 1 28 2270 0.574037294823521 0.0740372948235214 0.228370799263863 FALSE ""
100 1 1 22 2271 1.04632715640218 0.0463271564021839 0.579085449449067 FALSE ""
50 1 1 51 2272 0.960075529179577 0.0399244708204229 0.443746681350673 FALSE ""
250 1 0.25 77 2273 1.10578535775035 0.105785357750351 0.582779397572741 FALSE ""
250 0.5 1 19 2274 0.544631749173711 0.0446317491737114 0.240117756768516 FALSE ""
250 1 0.25 25 2275 0.98788528891984 0.0121147110801599 0.485452993018895 FALSE ""
250 0 0.25 42 2276 0.0189699024434 0.0189699024434 0.000442156027499467 FALSE ""
100 0 0.25 90 2277 0.00557325976356176 0.00557325976356176 3.53422173905919e-05 FALSE ""
250 0 0.5 1 2278 -0.021130275026705 0.021130275026705 0.000567105839314726 FALSE ""
250 0.5 0.5 82 2279 0.510202674047694 0.0102026740476944 0.208772981155581 FALSE ""
100 0.5 0.5 98 2280 0.373350948137086 0.126649051862914 0.162417191940122 FALSE ""
100 0.5 0.5 7 2281 0.493921531262104 0.0060784687378963 0.183132568139436 FALSE ""
100 0 1 18 2282 0.0141829463519266 0.0141829463519266 0.000192117116822455 FALSE ""
250 1 0.5 96 2283 1.06060277395007 0.0606027739500707 0.489558464899309 FALSE ""
50 0.5 0.5 70 2284 0.365836219421525 0.134163780578475 0.112841453267824 FALSE ""
250 0.5 0.25 44 2285 0.591908320215866 0.0919083202158657 0.253768407600764 FALSE ""
250 0 0.5 60 2286 -0.062695637511206 0.062695637511206 0.00478256884673662 FALSE ""
100 0.5 0.5 71 2287 0.562690612444847 0.0626906124448472 0.228661920177005 FALSE ""
50 1 1 40 2288 0.85090979823976 0.14909020176024 0.356142760384471 FALSE ""
250 1 0.25 16 2289 0.967908924500555 0.032091075499445 0.462521089527856 FALSE ""
100 0 0.5 13 2290 -0.00671415749252259 0.00671415749252259 4.32978126363156e-05 FALSE ""
100 1 0.25 56 2291 1.11039675533984 0.110396755339843 0.526391829930049 FALSE ""
250 0 0.25 11 2292 -0.0173904696810492 0.0173904696810492 0.000288287001951915 FALSE ""
50 0.5 1 87 2293 0.369090509382321 0.130909490617679 0.12179149371958 FALSE ""
250 1 0.5 40 2294 1.0769090927676 0.0769090927675951 0.571910179132846 FALSE ""
250 0.5 0.25 19 2295 0.381859869707929 0.118140130292071 0.134219564149072 FALSE ""
50 0 1 70 2296 -0.0607177849499839 0.0607177849499839 0.00844204808534227 FALSE ""
50 0.5 0.5 57 2297 0.46182566033269 0.0381743396673098 0.194287409389888 FALSE ""
50 0.5 0.5 99 2298 0.434728181382144 0.0652718186178557 0.147220105407543 FALSE ""
50 1 0.5 1 2299 1.0558431656727 0.0558431656727034 0.534183931404353 FALSE ""
250 0.5 0.5 9 2300 0.500029634111551 2.96341115508802e-05 0.206899069970188 FALSE ""
250 1 0.5 58 2301 1.13209412781142 0.132094127811416 0.548020813874841 FALSE ""
50 0.5 0.5 46 2302 0.434494594769963 0.0655054052300374 0.117296090829413 FALSE ""
250 0 0.25 3 2303 0.0312464731996684 0.0312464731996684 0.000899584504320931 FALSE ""
250 0 0.25 10 2304 0.00841390889740614 0.00841390889740614 7.30036156830723e-05 FALSE ""
250 0 0.25 47 2305 0.082982370407691 0.082982370407691 0.00625730481378277 FALSE ""
100 1 0.5 89 2306 0.870525880963471 0.129474119036529 0.45026128821165 FALSE ""
50 0 1 77 2307 0.157553005632405 0.157553005632405 0.0261549123144753 FALSE ""
100 1 0.25 33 2308 1.00708274097992 0.00708274097992012 0.539924434745842 FALSE ""
250 0.5 0.5 45 2309 0.464340067277546 0.0356599327224544 0.185226503932703 FALSE ""
250 0.5 1 53 2310 0.44988079813521 0.0501192018647902 0.182645906869657 FALSE ""
50 0.5 0.5 35 2311 0.530446440939091 0.0304464409390907 0.215402016117851 FALSE ""
250 0.5 1 1 2312 0.479382002651787 0.0206179973482128 0.17615545386975 FALSE ""
50 1 1 18 2313 1.16718682997393 0.167186829973929 0.513198405650666 FALSE ""
250 0.5 0.25 78 2314 0.434701490786962 0.0652985092130381 0.144587269244613 FALSE ""
100 0.5 1 76 2315 0.573179141841984 0.073179141841984 0.342049486669718 FALSE ""
100 0.5 0.5 94 2316 0.582675664775372 0.0826756647753717 0.272915560066374 FALSE ""
50 0 0.5 24 2317 0.125425603454935 0.125425603454935 0.026062392116138 FALSE ""
