"sampleSize" "rep" "id" "interceptBias" "slopeBias" "error" "errorMessage"
250 17 374 0.0311665547298747 0.0119267142295516 FALSE ""
50 85 375 0.0633470977426575 0.00453707869644338 FALSE ""
100 61 376 0.127831854894737 0.105433524700682 FALSE ""
1000 9 377 0.00286096145033299 0.030942282438803 FALSE ""
500 41 378 0.0225319128681698 0.0199693968829966 FALSE ""
500 83 379 0.0363795344091999 0.0211579903307028 FALSE ""
50 97 380 0.11411802945713 0.0142065564370253 FALSE ""
100 18 381 0.0384953010491862 0.0610022662553214 FALSE ""
500 10 382 0.0467603567993485 0.0115475413435777 FALSE ""
50 6 383 0.0679869005244948 0.0513339008062081 FALSE ""
100 27 384 0.00790803403840009 0.0228335014988368 FALSE ""
100 69 385 0.14659633412637 0.110957191346608 FALSE ""
100 96 386 0.126195918568026 0.0524038580181849 FALSE ""
50 17 387 0.171483770328657 0.275310146203158 FALSE ""
500 6 388 0.0278085287293198 0.00412247376403707 FALSE ""
100 95 389 0.115283567844738 0.133720380166587 FALSE ""
100 54 390 0.0948095778761838 0.234270978982071 FALSE ""
1000 10 391 0.0383603441302472 0.00742875369964668 FALSE ""
500 72 392 0.00752708855574999 0.0262549713513265 FALSE ""
100 67 393 0.166009145820763 0.240926717158384 FALSE ""
1000 54 394 0.0213538068609147 0.0486625554688872 FALSE ""
500 99 395 0.0389331697704962 0.0420742668416838 FALSE ""
250 90 396 0.0168836563355592 0.0255202282906095 FALSE ""
1000 68 397 0.0934859532512112 0.0249323475766948 FALSE ""
500 27 398 0.0443268520952158 0.0546338119320569 FALSE ""
1000 3 399 0.0262420084939433 0.0518168530965717 FALSE ""
1000 52 400 0.0549076708122802 0.075091303525873 FALSE ""
500 9 401 0.00154673508779489 0.0253004066743453 FALSE ""
50 46 402 0.117948058762398 0.248288596288274 FALSE ""
50 71 403 0.0178123117861158 0.0171057745615604 FALSE ""
50 40 404 0.196124588571188 0.105323768580633 FALSE ""
1000 14 405 0.0114629172418793 0.0068049260818619 FALSE ""
250 96 406 0.0249739641403898 0.0291455630245308 FALSE ""
100 92 407 0.034716718702525 0.058343264841153 FALSE ""
50 21 408 0.161122684449583 0.0420623917331859 FALSE ""
50 81 409 0.103570062906251 0.0409365602426723 FALSE ""
1000 19 410 0.0222285394523837 0.0365403634731821 FALSE ""
500 22 411 0.00181488501119513 0.0864757028789032 FALSE ""
500 97 412 0.00760474424771431 0.0629368316580522 FALSE ""
500 35 413 0.0835447018679408 0.028985529431941 FALSE ""
1000 43 414 0.0413438357433406 0.0141489152611364 FALSE ""
500 49 415 0.0210026530390787 0.0268049558688617 FALSE ""
500 32 416 0.00664094741306911 0.0485773367140161 FALSE ""
500 88 417 0.0212261776505928 0.0540790648592389 FALSE ""
250 89 418 0.0124315192930567 0.012489701324719 FALSE ""
1000 7 419 0.0789447193488721 0.0243144189013619 FALSE ""
50 54 420 0.0777237948462448 0.0966933105219873 FALSE ""
500 96 421 0.103912127767112 0.0477380996739708 FALSE ""
50 2 422 0.0472031764532621 0.0230021874138503 FALSE ""
250 39 423 0.119243077328839 0.0905719851804732 FALSE ""
500 81 424 0.0295217251647738 0.0896107116647449 FALSE ""
50 63 425 0.321189750409322 0.0408491719394488 FALSE ""
50 18 426 0.122880656050206 0.205119358430344 FALSE ""
50 34 427 0.0166322487324668 0.384241303934486 FALSE ""
50 33 428 0.165094911382604 0.258988722257394 FALSE ""
250 50 429 0.0297450401959635 0.002478276548322 FALSE ""
1000 38 430 0.00153737226468449 0.0385173126106493 FALSE ""
100 50 431 0.0328457423104446 0.0343085358225024 FALSE ""
100 42 432 0.0719579461408898 0.0735118655486002 FALSE ""
250 54 433 0.0212512480623919 0.114307931779709 FALSE ""
100 5 434 0.0658221795612859 0.322573040291615 FALSE ""
500 70 435 0.0365992592492467 0.0885649136589572 FALSE ""
100 57 436 0.0981736861979406 0.216540910056257 FALSE ""
1000 53 437 0.0137113841060726 0.0262214905649565 FALSE ""
100 37 438 0.10436861534673 0.0707707174284691 FALSE ""
500 52 439 0.000420237887366099 0.0438027963958914 FALSE ""
250 8 440 0.0192159092672723 0.00624751114404443 FALSE ""
50 26 441 0.0124520208085519 0.184751967545075 FALSE ""
500 91 442 0.0483812968935015 0.00545726318715062 FALSE ""
50 13 443 0.150598335985947 0.121822393996267 FALSE ""
250 61 444 0.0241201954594911 0.0271081738714683 FALSE ""
500 100 445 0.0563480123312297 0.0559858711131475 FALSE ""
50 48 446 0.0115996334326353 0.202345669563082 FALSE ""
250 46 447 0.02391120685569 0.0428128220987679 FALSE ""
250 19 448 0.00489611762591392 0.00468930984472071 FALSE ""
500 44 449 0.0215733361669192 0.0687452422027592 FALSE ""
250 20 450 0.0270212400652119 0.0559869272625986 FALSE ""
100 7 451 0.0921211325166091 0.020716152524689 FALSE ""
